Date,Singapore,United Kingdom,United States
2020/8/11,0,0,0
2020/8/12,0,0,0
2020/8/13,0,0,0
2020/8/14,0,0,0
2020/8/15,0,0,0
2020/8/16,0,0,0
2020/8/17,0,0,0
2020/8/18,0,0,0
2020/8/19,0,0,0
2020/8/20,0,0,0
2020/8/21,0,0,0
2020/8/22,0,0,0
2020/8/23,0,0,0
2020/8/24,0,0,0
2020/8/25,0,0,0
2020/8/26,0,0,0
2020/8/27,0,0,0
2020/8/28,0,0,0
2020/8/29,0,0,0
2020/8/30,0,0,0
2020/8/31,0,0,0
2020/9/1,0,0,0
2020/9/2,0,0,0
2020/9/3,0,0,0
2020/9/4,0,0,0
2020/9/5,0,0,0
2020/9/6,0,0,0
2020/9/7,0,0,0
2020/9/8,0,0,0
2020/9/9,0,0,0
2020/9/10,0,0,0
2020/9/11,0,0,0
2020/9/12,0,0,0
2020/9/13,0,0,0
2020/9/14,0,0,0
2020/9/15,0,0,0
2020/9/16,0,0,0
2020/9/17,0,0,0
2020/9/18,0,0,0
2020/9/19,0,0,0
2020/9/20,0,0,0
2020/9/21,0,0,0
2020/9/22,0,0,0
2020/9/23,0,0,0
2020/9/24,0,0,0
2020/9/25,0,0,0
2020/9/26,0,0,0
2020/9/27,0,0,0
2020/9/28,0,0,0
2020/9/29,0,0,0
2020/9/30,0,0,0
2020/10/1,0,0,0
2020/10/2,0,0,0
2020/10/3,0,0,0
2020/10/4,0,0,0
2020/10/5,0,0,0
2020/10/6,0,0,0
2020/10/7,0,0,0
2020/10/8,0,0,0
2020/10/9,0,0,0
2020/10/10,0,0,0
2020/10/11,0,0,0
2020/10/12,0,0,0
2020/10/13,0,0,0
2020/10/14,0,0,0
2020/10/15,0,0,0
2020/10/16,0,0,0
2020/10/17,0,0,0
2020/10/18,0,0,0
2020/10/19,0,0,0
2020/10/20,0,0,0
2020/10/21,0,0,0
2020/10/22,0,0,0
2020/10/23,0,0,0
2020/10/24,0,0,0
2020/10/25,0,0,0
2020/10/26,0,0,0
2020/10/27,0,0,0
2020/10/28,0,0,0
2020/10/29,0,0,0
2020/10/30,0,0,0
2020/10/31,0,0,0
2020/11/1,0,0,0
2020/11/2,0,0,0
2020/11/3,0,0,0
2020/11/4,0,0,0
2020/11/5,0,0,0
2020/11/6,0,0,0
2020/11/7,0,0,0
2020/11/8,0,0,0
2020/11/9,0,0,0
2020/11/10,0,0,0
2020/11/11,0,0,0
2020/11/12,0,0,0
2020/11/13,0,0,0
2020/11/14,0,0,0
2020/11/15,0,0,0
2020/11/16,0,0,0
2020/11/17,0,0,0
2020/11/18,0,0,0
2020/11/19,0,0,0
2020/11/20,0,0,0
2020/11/21,0,0,0
2020/11/22,0,0,0
2020/11/23,0,0,0
2020/11/24,0,0,0
2020/11/25,0,0,0
2020/11/26,0,0,0
2020/11/27,0,0,0
2020/11/28,0,0,0
2020/11/29,0,0,0
2020/11/30,0,0,0
2020/12/1,0,0,0
2020/12/2,0,0,0
2020/12/3,0,0,0
2020/12/4,0,0,0
2020/12/5,0,0,0
2020/12/6,0,0,0
2020/12/7,0,0,0
2020/12/8,0,0,0
2020/12/9,0,0,0
2020/12/10,0,0,0
2020/12/11,0,0,0
2020/12/12,0,0,0
2020/12/13,0,0,0
2020/12/14,0,0,0
2020/12/15,0,0,0
2020/12/16,0,0,0
2020/12/17,0,0,0
2020/12/18,0,0,0
2020/12/19,0,0,0
2020/12/20,0,0,0
2020/12/21,0,0,0
2020/12/22,0,0,0
2020/12/23,0,0,0
2020/12/24,0,0,0
2020/12/25,0,0,0
2020/12/26,0,0,0
2020/12/27,0,0,0
2020/12/28,0,0,0
2020/12/29,0,0,0
2020/12/30,0,0,0
2020/12/31,0,0,0
2021/1/1,0,0,0
2021/1/2,0,0,0
2021/1/3,0,0,0
2021/1/4,0,0,0
2021/1/5,0,0,0
2021/1/6,0,0,0
2021/1/7,0,0,0
2021/1/8,0,0,0
2021/1/9,0,0,0
2021/1/10,0,0.57,0
2021/1/11,0,0.6,0
2021/1/12,0,0.63,0
2021/1/13,0,0.64,0
2021/1/14,0,0.65,0.4
2021/1/15,0,0.66,0.48
2021/1/16,0,0.66,0.48
2021/1/17,0,0.66,0.48
2021/1/18,0,0.67,0.48
2021/1/19,0,0.68,0.6
2021/1/20,0,0.68,0.64
2021/1/21,0,0.68,0.71
2021/1/22,0,0.69,0.82
2021/1/23,0,0.69,0.9
2021/1/24,0,0.69,0.96
2021/1/25,0,0.69,0.99
2021/1/26,0,0.7,1.04
2021/1/27,0,0.7,1.13
2021/1/28,0,0.7,1.27
2021/1/29,0,0.7,1.42
2021/1/30,0,0.72,1.56
2021/1/31,0,0.72,1.68
2021/2/1,0,0.73,1.76
2021/2/2,0.1,0.73,1.8
2021/2/3,0.1,0.74,1.91
2021/2/4,0.1,0.74,2.06
2021/2/5,0.1,0.75,2.23
2021/2/6,0.1,0.75,2.47
2021/2/7,0.1,0.75,2.72
2021/2/8,0.1,0.76,2.83
2021/2/9,0.1,0.76,2.93
2021/2/10,0.1,0.77,3.11
2021/2/11,0.1,0.78,3.33
2021/2/12,0.1,0.78,3.59
2021/2/13,0.1,0.79,3.89
2021/2/14,0.1,0.79,4.19
2021/2/15,0.1,0.8,4.19
2021/2/16,0.1,0.82,4.46
2021/2/17,0.1,0.84,4.6
2021/2/18,1.87,0.86,4.81
2021/2/19,1.87,0.89,5.07
2021/2/20,1.87,0.9,5.32
2021/2/21,1.87,0.92,5.61
2021/2/22,1.87,0.94,5.78
2021/2/23,1.87,0.98,5.91
2021/2/24,1.87,1.03,6.13
2021/2/25,1.87,1.08,6.41
2021/2/26,1.87,1.13,6.72
2021/2/27,1.87,1.17,7.05
2021/2/28,1.87,1.2,7.37
2021/3/1,3.52,1.24,7.57
2021/3/2,3.52,1.31,7.78
2021/3/3,3.52,1.41,8.02
2021/3/4,3.65,1.52,8.26
2021/3/5,3.65,1.6,8.53
2021/3/6,3.65,1.65,8.85
2021/3/7,3.68,1.68,9.12
2021/3/8,3.71,1.73,9.36
2021/3/9,3.71,1.84,9.54
2021/3/10,3.71,1.98,9.78
2021/3/11,3.71,2.12,10.07
2021/3/12,3.71,2.25,10.41
2021/3/13,3.71,2.32,10.98
2021/3/14,3.71,2.36,11.14
2021/3/15,4.12,2.44,11.4
2021/3/16,4.12,2.58,11.61
2021/3/17,4.12,2.75,11.89
2021/3/18,4.12,2.95,12.19
2021/3/19,4.12,3.13,12.47
2021/3/20,4.12,3.27,12.8
2021/3/21,4.12,3.34,13.12
2021/3/22,5.1,3.47,13.35
2021/3/23,5.26,3.71,13.54
2021/3/24,5.26,4.07,13.79
2021/3/25,5.26,4.41,14.1
2021/3/26,5.26,4.83,14.48
2021/3/27,5.26,5.18,14.91
2021/3/28,5.26,5.4,15.34
2021/3/29,6.37,5.64,15.64
2021/3/30,6.37,6.05,15.88
2021/3/31,6.37,6.62,16.24
2021/4/1,6.37,7.27,16.68
2021/4/2,6.37,7.63,17.24
2021/4/3,7.94,7.89,17.8
2021/4/4,7.94,7.96,18.26
2021/4/5,7.94,8.06,18.55
2021/4/6,9.09,8.33,18.74
2021/4/7,9.09,8.93,19.15
2021/4/8,9.09,9.59,19.68
2021/4/9,9.09,10.25,20.28
2021/4/10,9.09,10.95,21.02
2021/4/11,9.09,11.22,21.6
2021/4/12,9.09,11.52,22.02
2021/4/13,9.09,11.98,22.4
2021/4/14,9.09,12.48,22.8
2021/4/15,9.09,13.09,23.34
2021/4/16,9.09,13.83,23.97
2021/4/17,9.09,14.56,24.52
2021/4/18,14.41,14.88,25.05
2021/4/19,14.41,15.29,25.38
2021/4/20,14.41,15.8,25.64
2021/4/21,14.41,16.41,26.04
2021/4/22,14.41,17.04,26.54
2021/4/23,14.41,17.72,27.11
2021/4/24,14.41,18.53,27.68
2021/4/25,14.41,18.91,28.18
2021/4/26,14.41,19.36,28.51
2021/4/27,14.41,19.91,28.77
2021/4/28,14.41,20.59,29.15
2021/4/29,14.41,21.31,29.63
2021/4/30,14.41,21.93,30.15
2021/5/1,14.41,22.48,30.75
2021/5/2,14.41,22.73,31.15
2021/5/3,14.41,22.92,31.38
2021/5/4,14.41,23.29,31.57
2021/5/5,14.41,23.89,31.92
2021/5/6,14.41,24.58,32.39
2021/5/7,14.41,25.26,32.97
2021/5/8,14.41,25.91,33.49
2021/5/9,14.41,26.18,33.97
2021/5/10,21.79,26.52,34.35
2021/5/11,21.79,27.03,34.66
2021/5/12,21.79,27.7,34.98
2021/5/13,22.05,28.32,35.38
2021/5/14,22.05,28.9,35.76
2021/5/15,22.05,29.47,36.21
2021/5/16,22.05,29.74,36.57
2021/5/17,24.43,30.12,36.82
2021/5/18,24.43,30.6,37
2021/5/19,24.43,31.14,37.3
2021/5/20,24.43,31.76,37.64
2021/5/21,24.43,32.38,37.99
2021/5/22,24.43,33.2,38.36
2021/5/23,24.43,33.57,38.66
2021/5/24,27.41,34.06,38.84
2021/5/25,27.41,34.62,38.97
2021/5/26,27.41,35.25,39.2
2021/5/27,27.41,35.89,39.48
2021/5/28,27.41,36.53,39.7
2021/5/29,27.41,37.14,39.97
2021/5/30,27.41,37.44,40.17
2021/5/31,29.96,37.73,40.17
2021/6/1,29.96,38.23,40.4
2021/6/2,29.96,38.74,40.48
2021/6/3,29.96,39.29,40.63
2021/6/4,29.96,39.86,40.87
2021/6/5,29.96,40.55,41.07
2021/6/6,29.96,40.94,41.32
2021/6/7,32.02,41.38,41.55
2021/6/8,32.02,41.84,41.76
2021/6/9,32.02,42.31,41.92
2021/6/10,32.02,42.76,42.1
2021/6/11,32.02,43.21,42.25
2021/6/12,32.02,43.68,42.55
2021/6/13,32.02,43.95,42.79
2021/6/14,33.76,44.29,43.09
2021/6/15,33.76,44.63,43.34
2021/6/16,33.76,44.97,43.55
2021/6/17,33.76,45.3,43.93
2021/6/18,33.76,45.6,44.14
2021/6/19,33.76,45.95,44.34
2021/6/20,33.76,46.11,44.5
2021/6/21,34.89,46.17,44.61
2021/6/22,34.89,46.53,44.73
2021/6/23,34.89,46.78,44.83
2021/6/24,34.89,47.04,44.97
2021/6/25,34.89,47.3,45.08
2021/6/26,34.89,47.59,45.25
2021/6/27,34.89,47.77,45.5
2021/6/28,35.51,47.97,45.72
2021/6/29,35.51,48.2,45.85
2021/6/30,35.51,48.45,46.05
2021/7/1,35.51,48.74,46.35
2021/7/2,36.04,49,46.46
2021/7/3,36.58,49.28,46.68
2021/7/4,36.83,49.45,46.78
2021/7/5,37.1,49.66,46.78
2021/7/6,37.36,49.89,46.87
2021/7/7,37.36,50.14,46.95
2021/7/8,37.36,50.4,47.06
2021/7/9,38.46,50.66,47.17
2021/7/10,38.46,50.97,47.26
2021/7/11,38.46,51.13,47.35
2021/7/12,40.15,51.31,47.42
2021/7/13,41.05,51.54,47.48
2021/7/14,41.05,51.81,47.61
2021/7/15,41.05,52.11,47.69
2021/7/16,44.25,52.41,47.78
2021/7/17,45.38,52.74,47.87
2021/7/18,46.59,52.93,47.94
2021/7/19,47.36,53.14,48.01
2021/7/20,47.36,53.37,48.06
2021/7/21,47.36,53.64,48.14
2021/7/22,49.14,53.92,48.22
2021/7/23,50.25,54.2,48.3
2021/7/24,51.23,54.49,48.38
2021/7/25,52.06,54.67,48.47
2021/7/26,52.95,54.89,48.52
2021/7/27,53.57,55.11,48.56
2021/7/28,53.57,55.36,48.64
2021/7/29,55.31,55.62,48.72
2021/7/30,56.43,55.87,48.82
2021/7/31,57.52,56.19,48.9
2021/8/1,58.48,56.36,48.99
2021/8/2,59.46,56.54,49.04
2021/8/3,60.4,56.75,49.08
2021/8/4,61.36,57,49.16
2021/8/5,61.36,57.25,49.25
2021/8/6,63.51,57.5,49.33
2021/8/7,64.57,57.81,49.42
2021/8/8,65.5,57.99,49.5
2021/8/9,66.1,58.19,49.55
2021/8/10,66.1,58.41,49.61
2021/8/11,67.71,58.66,49.69
2021/8/12,69.06,58.95,49.76
2021/8/13,69.06,59.2,49.86
2021/8/14,70.7,59.49,49.98
2021/8/15,70.7,59.68,50.06
2021/8/16,70.7,59.88,50.16
2021/8/17,70.7,60.09,50.22
2021/8/18,70.7,60.34,50.3
2021/8/19,72.35,60.6,50.43
2021/8/20,73.43,60.84,50.55
2021/8/21,73.56,61.13,50.67
2021/8/22,73.61,61.3,50.79
2021/8/23,73.68,61.49,50.87
2021/8/24,73.75,61.68,50.95
2021/8/25,73.86,61.92,51.07
2021/8/26,73.93,62.13,51.19
2021/8/27,74.02,62.33,51.33
2021/8/28,75.04,62.52,51.47
2021/8/29,75.08,62.64,51.59
2021/8/30,75.15,62.74,51.69
2021/8/31,75.21,62.91,51.77
2021/9/1,75.27,63.08,51.91
2021/9/2,75.33,63.25,52.03
2021/9/3,75.33,63.41,52.19
2021/9/4,75.33,63.6,52.32
2021/9/5,75.33,63.71,52.32
2021/9/6,75.33,63.83,52.32
2021/9/7,75.33,63.95,52.53
2021/9/8,75.33,64.08,52.66
2021/9/9,75.33,64.22,52.76
2021/9/10,75.33,64.36,52.9
2021/9/11,75.9,64.5,53.02
2021/9/12,75.93,64.58,53.13
2021/9/13,75.97,64.67,53.22
2021/9/14,76.01,64.77,53.31
2021/9/15,76.01,64.86,53.43
2021/9/16,76.01,64.95,53.55
2021/9/17,76.01,65.04,53.69
2021/9/18,76.01,65.15,53.83
2021/9/19,76.01,65.2,53.93
2021/9/20,76.01,65.27,54.03
2021/9/21,76.01,65.33,54.12
2021/9/22,76.01,65.4,54.23
2021/9/23,76.01,65.46,54.29
2021/9/24,76.01,65.53,54.4
2021/9/25,76.57,65.6,54.52
2021/9/26,76.59,65.63,54.61
2021/9/27,76.59,65.68,54.68
2021/9/28,76.77,65.73,54.68
2021/9/29,76.79,65.73,54.81
2021/9/30,76.82,65.73,54.89
